"key","Genres","IMDbRating","IMDbVotes","MovieDirector","MoviePoster","MoviePosterSrc","MovieTitle","ReleasedYear","Runtime","Seeds","URL","UploadedTime","Uploader","YTSLikes"
"","Action / Adventure / Crime / Family / Fantasy / History","7.4","782732","Gore Verbinski","
            ","https://img.yts.mx/assets/images/movies/Pirates_of_the_Caribbean_Dead_Mans_Chest_2006/medium-cover.jpg","Pirates of the Caribbean: Dead Man's Chest","2006","2hr31min","100+","https://yts.mx/movies/pirates-of-the-caribbean-dead-mans-chest-2006","February 09, 2022 at 02:54 AM","OTTO","442"
"","Action / Comedy / Drama / Romance","7.7","501757","Sofia Coppola","
            ","https://img.yts.mx/assets/images/movies/Lost_in_Translation_2003/medium-cover.jpg","Lost in Translation","2003","1hr42min","100+","https://yts.mx/movies/lost-in-translation-2003","March 12, 2012 at 11:33 PM","OTTO","130"
"","Action / Adventure / Family / Fantasy","7.1","706690","Gore Verbinski","
            ","https://img.yts.mx/assets/images/movies/Pirates_of_the_Caribbean_At_Worlds_End_2007/medium-cover.jpg","Pirates of the Caribbean: At World's End","2007","2hr49min","100+","https://yts.mx/movies/pirates-of-the-caribbean-at-worlds-end-2007","February 19, 2022 at 07:52 AM","OTTO","439"
"","Action / Fantasy / Horror","7.0","31221","Karl Freund","
            ","https://img.yts.mx/assets/images/movies/the_mummy_1932/medium-cover.jpg","The Mummy","1932","1hr13min","null","https://yts.mx/movies/the-mummy-1932","August 04, 2019 at 01:58 AM","FREEMAN","27"
"","Action / Drama","7.3","4226","Soon-rye Yim","
            ","https://img.yts.mx/assets/images/movies/little_forest_2018/medium-cover.jpg","Little Forest","2018 ","1hr43min","null","https://yts.mx/movies/little-forest-2018","August 09, 2019 at 05:48 AM","FREEMAN","21"
"","Action / Crime / Drama / Film-Noir / Thriller","6.6","26509","Stanley Kubrick","
            ","https://img.yts.mx/assets/images/movies/killers_kiss_1955/medium-cover.jpg","Killer's Kiss","1955","1hr7min","null","https://yts.mx/movies/killers-kiss-1955","March 15, 2021 at 12:56 PM","FREEMAN","7"
"","Action / Drama / Thriller / War","5.3","14135","Stanley Kubrick","
            ","https://img.yts.mx/assets/images/movies/fear_and_desire_1953/medium-cover.jpg","Fear and Desire","1952","1hr1min","null","https://yts.mx/movies/fear-and-desire-1952","March 07, 2024 at 07:11 PM","FREEMAN","7"
"","Action / Adventure / Mystery / Thriller","8.3","353201","Alfred Hitchcock","
            ","https://img.yts.mx/assets/images/movies/north_by_northwest_1959/medium-cover.jpg","North by Northwest","1959","2hr16min","100+","https://yts.mx/movies/north-by-northwest-1959","May 02, 2018 at 11:59 PM","FREEMAN","77"
"","Action / Comedy","5.8","4649","Ozan Açiktan","
            ","https://img.yts.mx/assets/images/movies/new_years_eve_2022/medium-cover.jpg","New Year's Eve","2022 ","2hr21min","null","https://yts.mx/movies/new-years-eve-2022","January 06, 2023 at 11:27 PM","FREEMAN","2"
"","Action / Drama / History / War","8.0","39409","Jasmila Zbanic","
            ","https://img.yts.mx/assets/images/movies/quo_vadis_aida_2020/medium-cover.jpg","Quo Vadis, Aida?","2020 ","1hr43min","null","https://yts.mx/movies/quo-vadis-aida-2020","November 10, 2021 at 02:24 PM","FREEMAN","22"
"","Action / Comedy","3.7","6028","Scott Wheeler","
            ","https://img.yts.mx/assets/images/movies/milf_2010/medium-cover.jpg","Milf","2010","1hr28min","null","https://yts.mx/movies/milf-2010","February 18, 2021 at 03:11 AM","FREEMAN","9"
"","Action / Drama / Fantasy / War","7.6","877596","Zack Snyder","
            ","https://img.yts.mx/assets/images/movies/300_2006/medium-cover.jpg","300","2006","1hr57min","100+","https://yts.mx/movies/300-2006","October 08, 2020 at 09:43 PM","OTTO","450"
"","Action / Comedy / Romance","6.1","17664","Stuart McDonald","
            ","https://img.yts.mx/assets/images/movies/a_perfect_pairing_2022/medium-cover.jpg","A Perfect Pairing","2022","1hr42min","null","https://yts.mx/movies/a-perfect-pairing-2022","December 29, 2022 at 01:27 PM","FREEMAN","27"
"","Action / Comedy / Drama","5.4","4488","Zoe Lister-Jones","
            ","https://img.yts.mx/assets/images/movies/how_it_ends_2021/medium-cover.jpg","How It Ends","2021","1hr23min","null","https://yts.mx/movies/how-it-ends-2021","September 12, 2021 at 02:59 PM","FREEMAN","11"
"","Action / Fantasy / Horror","7.4","21117","Carl Theodor Dreyer","
            ","https://img.yts.mx/assets/images/movies/vampyr_1932/medium-cover.jpg","Vampyr","1932 ","1hr13min","null","https://yts.mx/movies/vampyr-1932","June 13, 2020 at 03:04 PM","FREEMAN","17"
"","Action / Drama / Romance / War","8.1","72118","William Wyler","
            ","https://img.yts.mx/assets/images/movies/the_best_years_of_our_lives_1946/medium-cover.jpg","The Best Years of Our Lives","1946","2hr50min","null","https://yts.mx/movies/the-best-years-of-our-lives-1946","March 03, 2020 at 05:31 AM","FREEMAN","25"
"","Action / Comedy / Family / Fantasy / Musical","6.0","14752","Jeffrey Hornaday","
            ","https://img.yts.mx/assets/images/movies/teen_beach_movie_2013/medium-cover.jpg","Teen Beach Movie","2013","1hr35min","null","https://yts.mx/movies/teen-beach-movie-2013","March 13, 2021 at 08:52 PM","FREEMAN","9"
"","Action / Drama / Family / Sport","6.4","5891","Paul Hoen","
            ","https://img.yts.mx/assets/images/movies/cloud_9_2014/medium-cover.jpg","Cloud 9","2014","1hr25min","null","https://yts.mx/movies/cloud-9-2014","January 04, 2020 at 04:31 AM","FREEMAN","8"
"","Action / Horror / Thriller","6.1","64988","John Carpenter","
            ","https://img.yts.mx/assets/images/movies/vampires_1998/medium-cover.jpg","Vampires","1998","1hr48min","null","https://yts.mx/movies/vampires-1998","November 29, 2015 at 05:30 PM","FREEMAN","65"
"","Action / Adventure / Fantasy / Sci-Fi / War","7.3","709136","Patty Jenkins","
            ","https://img.yts.mx/assets/images/movies/wonder_woman_2017/medium-cover.jpg","Wonder Woman","2017","2hr21min","null","https://yts.mx/movies/wonder-woman-2017","March 21, 2020 at 10:25 AM","FREEMAN","1505"
"","Action / Horror / Sci-Fi / Thriller","6.4","321348","Ridley Scott","
            ","https://img.yts.mx/assets/images/movies/alien_covenant_2017/medium-cover.jpg","Alien: Covenant","2017","2hr2min","100+","https://yts.mx/movies/alien-covenant-2017","May 15, 2023 at 11:00 AM","FREEMAN","622"
"","Action / Drama","6.2","250","So-yeon Kim","
            ","https://img.yts.mx/assets/images/movies/moon_young_2015/medium-cover.jpg","Moon-young","2015 ","1hr4min","null","https://yts.mx/movies/moon-young-2015","June 07, 2020 at 12:13 AM","FREEMAN","8"
"","Action / Drama","7.2","1599","Nobuhiro Yamashita","
            ","https://img.yts.mx/assets/images/movies/a_gentle_breeze_in_the_village_2007/medium-cover.jpg","A Gentle Breeze in the Village","2007 ","2hr1min","null","https://yts.mx/movies/a-gentle-breeze-in-the-village-2007","October 21, 2019 at 11:37 PM","FREEMAN","25"
"","Action / Adventure / Animation / Drama / Family / Fantasy / Sci-Fi","8.0","186797","Hayao Miyazaki","
            ","https://img.yts.mx/assets/images/movies/castle_in_the_sky_1986/medium-cover.jpg","Castle in the Sky","1986 ","2hr4min","null","https://yts.mx/movies/castle-in-the-sky-1986","March 18, 2019 at 09:30 PM","FREEMAN","97"
"","Action / Adventure / Biography / Drama / History / War","7.9","145580","Stanley Kubrick","
            ","https://img.yts.mx/assets/images/movies/spartacus_1960/medium-cover.jpg","Spartacus","1960","3hr17min","null","https://yts.mx/movies/spartacus-1960","July 27, 2020 at 10:55 PM","FREEMAN","106"
"","Action / Adventure / Drama / History / Romance / War","8.1","187645","Stanley Kubrick","
            ","https://img.yts.mx/assets/images/movies/barry_lyndon_1975/medium-cover.jpg","Barry Lyndon","1975","3hr5min","null","https://yts.mx/movies/barry-lyndon-1975","February 24, 2016 at 08:04 AM","FREEMAN","78"
"","Action / Mystery / Romance / Thriller","8.3","435795","Alfred Hitchcock","
            ","https://img.yts.mx/assets/images/movies/Vertigo_1958/medium-cover.jpg","Vertigo","1958","2hr8min","100+","https://yts.mx/movies/vertigo-1958","September 25, 2020 at 03:46 AM","OTTO","179"
"","Action / Comedy / Drama / Romance","5.5","10601","Kristin Hanggi","
            ","https://img.yts.mx/assets/images/movies/naomi_and_elys_no_kiss_list_2015/medium-cover.jpg","Naomi and Ely's No Kiss List","2015","1hr30min","null","https://yts.mx/movies/naomi-and-elys-no-kiss-list-2015","March 09, 2021 at 05:50 PM","FREEMAN","3"
"","Action / Drama / Horror / Mystery / Romance","7.6","209319","Alfred Hitchcock","
            ","https://img.yts.mx/assets/images/movies/The_Birds_1963/medium-cover.jpg","The Birds","1963","1hr59min","null","https://yts.mx/movies/the-birds-1963","April 15, 2022 at 08:10 PM","OTTO","95"
"","Action / Adventure / Comedy / Fantasy","6.8","575124","Greta Gerwig","
            ","https://img.yts.mx/assets/images/movies/barbie_2023/medium-cover.jpg","Barbie","2023","1hr54min","100+","https://yts.mx/movies/barbie-2023","October 11, 2023 at 12:13 PM","FREEMAN","258"
"","Action / Comedy / Crime / Drama","7.1","17987","Hirokazu Koreeda","
            ","https://img.yts.mx/assets/images/movies/broker_2022/medium-cover.jpg","Broker","2022 ","2hr9min","null","https://yts.mx/movies/broker-2022","January 27, 2023 at 11:16 PM","FREEMAN","32"
"","Action / Adventure / Comedy / Romance / Sci-Fi","8.0","1176278","Tim Miller","
            ","https://img.yts.mx/assets/images/movies/deadpool_2016/medium-cover.jpg","Deadpool","2016","1hr48min","100+","https://yts.mx/movies/deadpool-2016","March 23, 2022 at 05:32 AM","FREEMAN","1754"
"","Action / Drama / History / War","7.8","480162","Edward Zwick","
            ","https://img.yts.mx/assets/images/movies/The_Last_Samurai_2003/medium-cover.jpg","The Last Samurai","2003","2hr34min","null","https://yts.mx/movies/the-last-samurai-2003","July 28, 2012 at 10:17 PM","OTTO","249"
"","Action / Adventure / Drama / History / War","6.3","177935","Antoine Fuqua","
            ","https://img.yts.mx/assets/images/movies/King_Arthur_2004/medium-cover.jpg","King Arthur","2004","2hr6min","null","https://yts.mx/movies/king-arthur-2004","September 17, 2011 at 09:38 AM","OTTO","113"
"","Action / Adventure / Biography / Drama / History / Romance / War","5.6","178287","Oliver Stone","
            ","https://img.yts.mx/assets/images/movies/Alexander_2004/medium-cover.jpg","Alexander","2004","2hr55min","null","https://yts.mx/movies/alexander-2004","May 17, 2018 at 09:49 PM","OTTO","113"
"","Action / Drama","7.3","50683","Paolo Sorrentino","
            ","https://img.yts.mx/assets/images/movies/the_hand_of_god_2021/medium-cover.jpg","The Hand of God","2021 ","2hr10min","null","https://yts.mx/movies/the-hand-of-god-2021","December 15, 2021 at 01:40 PM","FREEMAN","27"
"","Action / Drama","7.2","18647","Sam Peckinpah","
            ","https://img.yts.mx/assets/images/movies/the_cincinnati_kid_1965/medium-cover.jpg","The Cincinnati Kid","1965","1hr42min","null","https://yts.mx/movies/the-cincinnati-kid-1965","July 12, 2019 at 04:57 PM","FREEMAN","17"
"","Action / Comedy","7.8","26678","Jacques Tati","
            ","https://img.yts.mx/assets/images/movies/playtime_1967/medium-cover.jpg","Playtime","1967 ","2hr35min","null","https://yts.mx/movies/playtime-1967","April 23, 2019 at 09:51 AM","FREEMAN","27"
"","Action / Comedy","7.7","24677","Jacques Tati","
            ","https://img.yts.mx/assets/images/movies/mon_oncle_1958/medium-cover.jpg","My Uncle","1958 ","1hr56min","null","https://yts.mx/movies/my-uncle-1958","November 14, 2015 at 05:27 PM","FREEMAN","16"
"","Action / Drama / Family / Fantasy / Musical","5.9","6486","Jeffrey Hornaday","
            ","https://img.yts.mx/assets/images/movies/teen_beach_2_2015/medium-cover.jpg","Teen Beach 2","2015","1hr43min","null","https://yts.mx/movies/teen-beach-2-2015","March 17, 2021 at 11:47 PM","FREEMAN","6"
"","Action / Adventure / Family / Fantasy / Romance","6.3","15979","Kenny Ortega","
            ","https://img.yts.mx/assets/images/movies/descendants_2_2017/medium-cover.jpg","Descendants 2","2017","1hr51min","null","https://yts.mx/movies/descendants-2-2017","December 25, 2020 at 04:04 PM","FREEMAN","21"
"","Action / Adventure / Drama / Family / Musical / Thriller","6.4","12256","Kenny Ortega","
            ","https://img.yts.mx/assets/images/movies/descendants_3_2019/medium-cover.jpg","Descendants 3","2019","1hr46min","null","https://yts.mx/movies/descendants-3-2019","August 03, 2019 at 04:40 PM","FREEMAN","106"
"","Action / Drama","6.3","455","Jun LI","
            ","https://img.yts.mx/assets/images/movies/tracey_2018/medium-cover.jpg","Tracey","2018 ","1hr50min","null","https://yts.mx/movies/tracey-2018","May 19, 2020 at 05:25 AM","FREEMAN","2"
"","Action / Animation / Horror / Mystery","6.4","3633","Raul Garcia","
            ","https://img.yts.mx/assets/images/movies/extraordinary_tales_2013/medium-cover.jpg","Extraordinary Tales","2013","1hr13min","null","https://yts.mx/movies/extraordinary-tales-2013","March 30, 2016 at 09:48 PM","FREEMAN","39"
"","Action / Comedy","5.4","4900","Peter Hutchings","
            ","https://img.yts.mx/assets/images/movies/the_outcasts_2017/medium-cover.jpg","The Outcasts","2017","1hr34min","null","https://yts.mx/movies/the-outcasts-2017","March 16, 2021 at 09:46 AM","FREEMAN","4"
"","Action / Adventure / Fantasy / Sci-Fi","6.7","356906","Jordan Vogt-Roberts","
            ","https://img.yts.mx/assets/images/movies/kong_skull_island_2017/medium-cover.jpg","Kong: Skull Island","2017","1hr58min","100+","https://yts.mx/movies/kong-skull-island-2017","March 26, 2023 at 02:31 PM","FREEMAN","801"
"","Animation","7.9","2392","Christopher McCulloch","
            ","https://img.yts.mx/assets/images/movies/the_venture_bros_radiant_is_the_blood_of_the_baboon_heart_2023/medium-cover.jpg","The Venture Bros.: Radiant Is the Blood of the Baboon Heart","2023","1hr23min","null","https://yts.mx/movies/the-venture-bros-radiant-is-the-blood-of-the-baboon-heart-2023","August 02, 2023 at 08:59 AM","FREEMAN","17"
"","Action / Drama / Romance / Thriller","5.5","4042","Claire Denis","
            ","https://img.yts.mx/assets/images/movies/stars_at_noon_2022/medium-cover.jpg","Stars at Noon","2022 ","2hr17min","null","https://yts.mx/movies/stars-at-noon-2022","October 14, 2022 at 08:27 AM","FREEMAN","26"
"","Animation / Drama / Romance","6.5","414","Masaki Tachibana","
            ","https://img.yts.mx/assets/images/movies/blue_thermal_2022/medium-cover.jpg","Blue Thermal","2022 ","1hr43min","null","https://yts.mx/movies/blue-thermal-2022","September 03, 2022 at 01:08 AM","FREEMAN","3"
"","Comedy","5.5","1545","Alan Smithee","
            ","https://img.yts.mx/assets/images/movies/the_shrimp_on_the_barbie_1990/medium-cover.jpg","The Shrimp on the Barbie","1990","1hr26min","null","https://yts.mx/movies/the-shrimp-on-the-barbie-1990","February 03, 2023 at 01:08 AM","FREEMAN","6"
"","Action / Adventure / Drama / Fantasy / History / Sci-Fi","5.6","211322","Justin Kurzel","
            ","https://img.yts.mx/assets/images/movies/assassins_creed_2016/medium-cover.jpg","Assassin's Creed","2016","1hr55min","null","https://yts.mx/movies/assassins-creed-2016","September 20, 2023 at 01:48 AM","FREEMAN","731"
"","Action / Adventure / Fantasy","6.7","284760","Duncan Jones","
            ","https://img.yts.mx/assets/images/movies/warcraft_2016/medium-cover.jpg","Warcraft","2016","2hr3min","null","https://yts.mx/movies/warcraft-2016","July 03, 2023 at 06:31 PM","FREEMAN","606"
"","Action / Animation / Drama / Family / Music / Romance","7.8","75641","Yoshifumi Kondô","
            ","https://img.yts.mx/assets/images/movies/whisper_of_the_heart_1995/medium-cover.jpg","Whisper of the Heart","1995 ","1hr50min","null","https://yts.mx/movies/whisper-of-the-heart-1995","February 26, 2021 at 01:40 PM","FREEMAN","31"
"","Action / Animation / Comedy / Drama / Family / Fantasy","7.3","35752","Isao Takahata","
            ","https://img.yts.mx/assets/images/movies/pom_poko_1994/medium-cover.jpg","Pom Poko","1994 ","1hr59min","null","https://yts.mx/movies/pom-poko-1994","October 29, 2020 at 07:20 AM","FREEMAN","22"
"","Action / Comedy","7.2","9197","Jacques Tati","
            ","https://img.yts.mx/assets/images/movies/jour_de_fete_1949/medium-cover.jpg","The Big Day","1949 ","1hr27min","null","https://yts.mx/movies/the-big-day-1949","January 04, 2022 at 03:15 AM","FREEMAN","6"
"","Comedy","7.0","7692","Jacques Tati","
            ","https://img.yts.mx/assets/images/movies/trafic_1971/medium-cover.jpg","Traffic","1971 ","1hr36min","null","https://yts.mx/movies/traffic-1971","July 16, 2019 at 01:28 AM","FREEMAN","9"
"","Action / Adventure / Animation / Drama / Family / Fantasy","7.6","107978","Hiromasa Yonebayashi","
            ","https://img.yts.mx/assets/images/movies/Arrietty_2010/medium-cover.jpg","The Secret World of Arrietty","2010 ","1hr34min","null","https://yts.mx/movies/the-secret-world-of-arrietty-2010","March 14, 2013 at 06:54 PM","OTTO","137"
"","Action / Adventure / Comedy / Fantasy","6.1","16300","Terry Gilliam","
            ","https://img.yts.mx/assets/images/movies/jabberwocky_1977/medium-cover.jpg","Jabberwocky","1977","1hr45min","null","https://yts.mx/movies/jabberwocky-1977","June 18, 2019 at 09:54 PM","FREEMAN","11"
"","Action / Animation / Drama / Fantasy / Music","7.1","2453","Naoko Yamada","
            ","https://img.yts.mx/assets/images/movies/liz_and_the_blue_bird_2018/medium-cover.jpg","Liz and the Blue Bird","2018 ","1hr30min","null","https://yts.mx/movies/liz-and-the-blue-bird-2018","June 19, 2020 at 02:36 AM","FREEMAN","19"
"","Action / Crime / Drama / Romance","8.2","13382","Edward Yang","
            ","https://img.yts.mx/assets/images/movies/a_brighter_summer_day_1991/medium-cover.jpg","A Brighter Summer Day","1991 ","3hr56min","null","https://yts.mx/movies/a-brighter-summer-day-1991","April 28, 2020 at 11:48 AM","FREEMAN","44"
"","Action / Drama / Mystery / Thriller","6.7","6051","Jung-jae Lee","
            ","https://img.yts.mx/assets/images/movies/hunt_2022/medium-cover.jpg","Hunt","2022 ","2hr5min","null","https://yts.mx/movies/hunt-2022","July 08, 2023 at 11:12 PM","FREEMAN","37"
"","Action / Drama","7.5","122769","Steven Spielberg","
            ","https://img.yts.mx/assets/images/movies/the_fabelmans_2022/medium-cover.jpg","The Fabelmans","2022","2hr30min","100+","https://yts.mx/movies/the-fabelmans-2022","February 10, 2023 at 07:54 PM","FREEMAN","102"
"","Action / Comedy / Drama / Romance","5.8","5662","Ben Shelton","
            ","https://img.yts.mx/assets/images/movies/candy_jar_2018/medium-cover.jpg","Candy Jar","2018","1hr32min","null","https://yts.mx/movies/candy-jar-2018","April 27, 2018 at 07:10 PM","FREEMAN","26"
"","Action / Crime / Drama / Thriller","7.9","236264","Brian De Palma","
            ","https://img.yts.mx/assets/images/movies/Carlitos_Way_1993/medium-cover.jpg","Carlito's Way","1993","2hr24min","null","https://yts.mx/movies/carlitos-way-1993","September 16, 2023 at 05:30 AM","OTTO","126"
"","Action / Comedy / Music","7.2","29833","Christopher Guest","
            ","https://img.yts.mx/assets/images/movies/a_mighty_wind_2003/medium-cover.jpg","A Mighty Wind","2003","1hr31min","null","https://yts.mx/movies/a-mighty-wind-2003","February 11, 2016 at 04:43 AM","FREEMAN","14"
"","Action / Fantasy / Thriller","4.4","250","Chalit Krileadmongkon","
            ","https://img.yts.mx/assets/images/movies/the_one_hundred_2022/medium-cover.jpg","The One Hundred","2022 ","1hr31min","null","https://yts.mx/movies/the-one-hundred-2022","December 16, 2022 at 11:38 PM","FREEMAN","3"
"","Action / Family","5.7","204","Steve Daye","
            ","https://img.yts.mx/assets/images/movies/barbie_skipper_and_the_big_babysitting_adventure_2023/medium-cover.jpg","Barbie: Skipper and the Big Babysitting Adventure","2023","1hr2min","null","https://yts.mx/movies/barbie-skipper-and-the-big-babysitting-adventure-2023","March 02, 2023 at 02:34 AM","FREEMAN","3"
"","Action / Animation / Family / Musical","5.5","738","Conrad Helten","
            ","https://img.yts.mx/assets/images/movies/barbie_princess_adventure_2020/medium-cover.jpg","Barbie Princess Adventure","2020","1hr12min","null","https://yts.mx/movies/barbie-princess-adventure-2020","September 06, 2020 at 02:29 AM","FREEMAN","22"
"","Action / Animation / Family","5.6","1415","Conrad Helten","
            ","https://img.yts.mx/assets/images/movies/barbie_spy_squad_2016/medium-cover.jpg","Barbie: Spy Squad","2016","1hr15min","null","https://yts.mx/movies/barbie-spy-squad-2016","March 07, 2016 at 08:15 AM","FREEMAN","49"
"","Action / Comedy / Fantasy / Romance","7.2","685","Hiroki Kazama","
            ","https://img.yts.mx/assets/images/movies/cherry_magic_thirty_years_of_virginity_can_make_you_a_wizard_the_movie_2022/medium-cover.jpg","Cherry Magic! Thirty Years Of Virginity Can Make You A Wizard?!: The Movie","2022 ","1hr43min","null","https://yts.mx/movies/cherry-magic-thirty-years-of-virginity-can-make-you-a-wizard-the-movie-2022","November 21, 2022 at 02:42 PM","FREEMAN","5"
"","Action / Comedy / Family / Music / Romance","5.9","13989","Damon Santostefano","
            ","https://img.yts.mx/assets/images/movies/a_cinderella_story_once_upon_a_song_2011/medium-cover.jpg","A Cinderella Story: Once Upon a Song","2011","1hr28min","null","https://yts.mx/movies/a-cinderella-story-once-upon-a-song-2011","September 05, 2020 at 06:32 PM","FREEMAN","16"
"","Action / Comedy / Family / Romance","5.9","95877","Mark Rosman","
            ","https://img.yts.mx/assets/images/movies/a_cinderella_story_2004/medium-cover.jpg","A Cinderella Story","2004","1hr35min","null","https://yts.mx/movies/a-cinderella-story-2004","June 11, 2020 at 05:14 AM","FREEMAN","34"
"","Action / Comedy / Drama / Family / Music / Musical / Romance","5.6","98989","Kenny Ortega","
            ","https://img.yts.mx/assets/images/movies/high_school_musical_2006/medium-cover.jpg","High School Musical","2006","1hr38min","null","https://yts.mx/movies/high-school-musical-2006","July 28, 2018 at 09:32 AM","FREEMAN","77"
"","Action / Documentary / Family","7.1","1918","Alastair Fothergill","
            ","https://img.yts.mx/assets/images/movies/penguins_2019/medium-cover.jpg","Penguins","2019","1hr16min","null","https://yts.mx/movies/penguins-2019","September 10, 2019 at 03:14 PM","FREEMAN","40"
"","Action / Adventure / Comedy / Fantasy / Sci-Fi","6.9","70627","Terry Gilliam","
            ","https://img.yts.mx/assets/images/movies/Time_Bandits_1981/medium-cover.jpg","Time Bandits","1981","1hr55min","null","https://yts.mx/movies/time-bandits-1981","May 05, 2022 at 03:04 PM","OTTO","72"
"","Action / Animation / Drama / Family / Music","7.2","571","Naoko Yamada","
            ","https://img.yts.mx/assets/images/movies/sound_euphonium_the_movie_our_promise_a_brand_new_day_2019/medium-cover.jpg","Sound! Euphonium the Movie - Our Promise: A Brand New Day","2019 ","1hr40min","null","https://yts.mx/movies/sound-euphonium-the-movie-our-promise-a-brand-new-day-2019","June 16, 2020 at 04:42 AM","FREEMAN","18"
"","Action / Adventure / Comedy / Fantasy","7.1","57695","Terry Gilliam","
            ","https://img.yts.mx/assets/images/movies/The_Adventures_of_Baron_Munchausen_1988/medium-cover.jpg","The Adventures of Baron Munchausen","1988","2hr6min","null","https://yts.mx/movies/the-adventures-of-baron-munchausen-1988","December 18, 2013 at 07:27 AM","OTTO","46"
"","Action / Comedy / Drama / Romance","6.7","90787","Howard Deutch","
            ","https://img.yts.mx/assets/images/movies/pretty_in_pink_1986/medium-cover.jpg","Pretty in Pink","1986","1hr36min","null","https://yts.mx/movies/pretty-in-pink-1986","June 21, 2020 at 09:25 PM","FREEMAN","40"
"","Action / Drama / Romance","6.5","18386","Andy Tennant","
            ","https://img.yts.mx/assets/images/movies/the_secret_dare_to_dream_2020/medium-cover.jpg","The Secret: Dare to Dream","2020","1hr47min","null","https://yts.mx/movies/the-secret-dare-to-dream-2020","September 30, 2020 at 05:54 PM","FREEMAN","57"
"","Action / Comedy / Romance","6.3","11580","Tom Dey","
            ","https://img.yts.mx/assets/images/movies/wedding_season_2022/medium-cover.jpg","Wedding Season","2022","1hr39min","null","https://yts.mx/movies/wedding-season-2022","January 25, 2023 at 08:16 AM","FREEMAN","19"
"","Action / Comedy / Family / Music / Musical / Romance","5.2","21310","Paul Hoen","
            ","https://img.yts.mx/assets/images/movies/Camp_Rock_2_The_Final_Jam_2010/medium-cover.jpg","Camp Rock 2: The Final Jam","2010","1hr44min","null","https://yts.mx/movies/camp-rock-2-the-final-jam-2010","May 27, 2022 at 12:43 AM","OTTO","36"
"","Action / Crime / Drama / Thriller","5.6","6129","Cosimo Gomez","
            ","https://img.yts.mx/assets/images/movies/my_name_is_vendetta_2022/medium-cover.jpg","My Name Is Vendetta","2022 ","1hr32min","null","https://yts.mx/movies/my-name-is-vendetta-2022","November 30, 2022 at 11:14 AM","FREEMAN","16"
"","Action / Adventure / Sci-Fi","6.6","438953","Cate Shortland","
            ","https://img.yts.mx/assets/images/movies/black_widow_2021/medium-cover.jpg","Black Widow","2021","2hr13min","100+","https://yts.mx/movies/black-widow-2021","September 19, 2021 at 07:30 PM","FREEMAN","731"
"","Action / Adventure / Drama / Sci-Fi / Thriller","6.6","234695","Chris McKay","
            ","https://img.yts.mx/assets/images/movies/the_tomorrow_war_2021/medium-cover.jpg","The Tomorrow War","2021","2hr18min","100+","https://yts.mx/movies/the-tomorrow-war-2021","July 09, 2021 at 10:56 PM","FREEMAN","420"
"","Action / Drama / Mystery / Thriller","5.9","6245","Kieran Darcy-Smith","
            ","https://img.yts.mx/assets/images/movies/Wish_You_Were_Here_2012/medium-cover.jpg","Wish You Were Here","2012","1hr29min","null","https://yts.mx/movies/wish-you-were-here-2012","September 15, 2012 at 03:40 AM","OTTO","15"
"","Action / Animation / Family / Sci-Fi","5.0","758","Conrad Helten","
            ","https://img.yts.mx/assets/images/movies/barbie_video_game_hero_2017/medium-cover.jpg","Barbie Video Game Hero","2017","1hr12min","null","https://yts.mx/movies/barbie-video-game-hero-2017","September 30, 2021 at 10:57 PM","FREEMAN","10"
"","Action / Drama","6.7","24004","Franco Zeffirelli","
            ","https://img.yts.mx/assets/images/movies/Hamlet_1990/medium-cover.jpg","Hamlet","1990","2hr14min","null","https://yts.mx/movies/hamlet-1990","May 24, 2022 at 07:02 PM","OTTO","39"
"","Action / Adventure / Comedy / Family / Music / Romance","6.1","17883","Michael Grossman","
            ","https://img.yts.mx/assets/images/movies/starstruck_2010/medium-cover.jpg","StarStruck","2010","1hr24min","null","https://yts.mx/movies/starstruck-2010","May 13, 2020 at 11:17 PM","FREEMAN","23"
"","Action / Drama / Horror / Mystery / Thriller","5.5","15682","Jeremiah S. Chechik","
            ","https://img.yts.mx/assets/images/movies/diabolique_1996/medium-cover.jpg","Diabolique","1996","1hr47min","null","https://yts.mx/movies/diabolique-1996","April 06, 2021 at 04:01 AM","FREEMAN","22"
"","Action / Animation / Drama / Sci-Fi / War","7.6","600","Yoshikazu Yasuhiko","
            ","https://img.yts.mx/assets/images/movies/mobile_suit_gundam_the_origin_iv_eve_of_destiny_2016/medium-cover.jpg","Mobile Suit Gundam: The Origin IV - Eve of Destiny","2016 ","1hr8min","null","https://yts.mx/movies/mobile-suit-gundam-the-origin-iv-eve-of-destiny-2016","March 21, 2020 at 10:11 PM","FREEMAN","10"
"","Action / Crime / Thriller","5.3","9485","Steven C. Miller","
            ","https://img.yts.mx/assets/images/movies/line_of_duty_2019/medium-cover.jpg","Line of Duty","2019","1hr38min","null","https://yts.mx/movies/line-of-duty-2019","January 03, 2020 at 11:36 PM","FREEMAN","68"
"","Action / Comedy / Horror / Sci-Fi","4.4","4834","Gareth Crocker","
            ","https://img.yts.mx/assets/images/movies/office_invasion_2022/medium-cover.jpg","Office Invasion","2022","1hr52min","null","https://yts.mx/movies/office-invasion-2022","August 10, 2022 at 06:19 PM","FREEMAN","9"
